id,building,condition,ownership,floor,area,energy_type,elevator,parking,barrierless,price,equipped,closest_transport_distance,closest_shop_distance,metro_distance,train_distance,restaurant_distance,distance_to_centre,balcony,cellar
3448079436,Panelová,Dobrý,Osobní,5,27,G,True,,True,3254000,Částečně,352.0,369.0,386.0,3642,865,3.624859936300703,True,
4032100172,Panelová,Velmi dobrý,Osobní,3,39,,,,,3951000,,116.0,131.0,2090.0,7121,497,4.738278150325099,True,True
4173141836,Cihlová,Velmi dobrý,Osobní,1,53,G,,,False,8501000,Částečně,82.0,154.0,168.0,1229,77,2.11759634686826,,
3451753548,Cihlová,Novostavba,Družstevní,1,35,B,True,,,1786000,,204.0,248.0,3866.0,1688,188,7.824727199287762,True,
1898608460,Cihlová,Velmi dobrý,Osobní,1,70,C,True,,,7909000,True,202.0,360.0,1122.0,2603,255,3.5449302986250415,True,True
619111500,Panelová,Po rekonstrukci,Osobní,4,28,C,True,,True,2889000,True,125.0,92.0,136.0,2171,151,8.445318437737718,,True
1291945804,Cihlová,Po rekonstrukci,Osobní,1,19,G,True,,,3952000,False,41.0,582.0,258.0,1138,97,2.6245436213995776,,True
1705666124,Cihlová,Před rekonstrukcí,Osobní,2,46,G,False,,False,4050000,Částečně,95.0,440.0,426.0,1643,424,4.181165628842168,True,True
2999473996,Skeletová,Novostavba,Osobní,4,38,C,True,1,True,4642000,Částečně,164.0,131.0,973.0,1051,199,6.855117159806712,True,
1598342988,Cihlová,Velmi dobrý,Osobní,2,37,G,True,,,4360000,,61.0,237.0,1245.0,2109,247,6.0340905694747535,,True
2285508172,Cihlová,Novostavba,Osobní,2,35,B,True,,,4549000,False,252.0,566.0,5433.0,3882,997,8.762783457569393,True,True
1932908364,Cihlová,Velmi dobrý,Osobní,2,34,G,True,,,6242000,True,123.0,148.0,526.0,566,205,0.966720252265846,,True
506136924,Smíšená,Ve výstavbě,Osobní,5,37,B,,1,,5779000,,96.0,156.0,3247.0,875,447,8.870452276434287,True,
3237742940,Cihlová,Ve výstavbě,Osobní,2,35,B,True,,True,5384000,False,165.0,873.0,346.0,1190,1179,4.17544874471541,True,
2034051164,Cihlová,Před rekonstrukcí,Osobní,5,221,G,False,,,18263000,,23.0,65.0,99.0,439,15,1.17430431523738,,
158200908,Smíšená,Novostavba,Osobní,1,30,A,,,False,4509000,,249.0,88.0,356.0,2110,114,4.499028336636689,,
170562636,Panelová,Velmi dobrý,Osobní,6,27,G,True,,,3440000,False,41.0,458.0,632.0,1685,239,9.620854203291431,True,True
2871047244,Smíšená,Novostavba,Družstevní,4,31,C,True,,,3951000,False,254.0,186.0,688.0,3037,693,6.930118688025272,True,
4217386572,Smíšená,Novostavba,Osobní,1,34,,True,True,,4482000,False,284.0,291.0,773.0,2999,375,11.943988970451482,True,True
2804356940,Skeletová,Novostavba,Osobní,5,52,B,True,,True,6169000,False,256.0,406.0,969.0,2346,300,4.530061562482607,,
3132696396,Cihlová,Novostavba,Osobní,1,48,B,True,,,4575000,,373.0,276.0,879.0,3086,487,9.02494503368567,,
3679171660,Panelová,Velmi dobrý,Osobní,3,40,B,False,True,,4482000,Částečně,217.0,516.0,3829.0,1435,1032,14.699730103415128,True,True
2463536204,Cihlová,Velmi dobrý,Osobní,2,37,G,,,,7936000,True,131.0,75.0,265.0,641,21,0.7603929266494275,,True
1699538764,Cihlová,Po rekonstrukci,Osobní,1,35,,False,,,3918000,,117.0,269.0,1200.0,2206,308,6.354939741642912,,True
3680950092,Smíšená,Ve výstavbě,Osobní,3,32,B,True,,,4115000,False,124.0,500.0,2968.0,1845,1062,9.704259571248235,True,
4167256156,Smíšená,Velmi dobrý,Osobní,6,60,G,True,,True,7232000,Částečně,78.0,406.0,955.0,2802,283,3.563948626460391,,True
3316233292,Smíšená,Velmi dobrý,Osobní,3,33,C,,,,6508000,False,62.0,166.0,395.0,593,18,0.8634527574494587,,
1055016780,Cihlová,Velmi dobrý,Osobní,2,53,,,,,6966000,False,323.0,402.0,624.0,2335,824,7.63948574566318,,True
138360924,Cihlová,Velmi dobrý,Osobní,-,35,G,,,,3314000,,68.0,469.0,503.0,2457,70,3.227163205553291,,True
2032789596,Cihlová,Ve výstavbě,Osobní,2,35,B,True,1,False,5238000,False,204.0,448.0,1895.0,810,888,8.311990888484518,True,True
2502816844,Cihlová,Po rekonstrukci,Osobní,3,40,E,True,,,4443000,Částečně,217.0,208.0,477.0,1989,235,4.528040764437002,True,True
3640784716,Panelová,Velmi dobrý,Osobní,4,29,D,True,1,True,3639000,,47.0,115.0,3907.0,1581,93,6.629990764884597,,True
541718348,Cihlová,Velmi dobrý,Osobní,1,38,,,,,4715000,,234.0,385.0,4134.0,922,722,10.793148173756945,,True
1803163468,Panelová,Po rekonstrukci,Osobní,7,30,C,True,,,3247000,False,173.0,162.0,1195.0,1168,273,8.247397550680617,,True
529368652,Cihlová,Novostavba,Osobní,1,42,B,True,,,4582000,,204.0,248.0,3866.0,1565,188,7.824727199287762,True,
2960287564,Panelová,Dobrý,Osobní,5,21,G,True,,,2523000,,25.0,289.0,2954.0,1373,154,8.284545763687126,,True
2587026508,Skeletová,Velmi dobrý,Osobní,3,43,B,True,True,True,5811000,,243.0,383.0,1955.0,761,713,3.5813423864064924,True,True
1810277452,Skeletová,Novostavba,Osobní,1,33,G,True,,True,5279000,,59.0,359.0,1926.0,2127,780,3.4061506995103175,,True
631117916,Smíšená,Ve výstavbě,Osobní,5,32,B,,1,,5885000,,96.0,156.0,3247.0,875,447,11.043603523225839,True,True
64153164,Panelová,Po rekonstrukci,Družstevní,4,45,G,,True,,4642000,True,75.0,254.0,1719.0,1905,361,3.9915876906353156,True,True
1414494028,Smíšená,Novostavba,Osobní,1,39,C,True,,True,4508000,Částečně,84.0,756.0,689.0,2282,45,4.9627298223444525,True,
3090048844,Cihlová,Novostavba,Osobní,2,41,G,True,,,4642000,,160.0,255.0,1176.0,421,194,6.301895075804589,,
1661383756,Cihlová,Velmi dobrý,Osobní,3,37,B,True,,,4549000,Částečně,143.0,52.0,2382.0,2536,123,8.14972070014953,,
2059113548,Smíšená,Dobrý,Osobní,3,40,,False,,,4184000,,341.0,741.0,782.0,1662,587,3.0506451842161444,,True
2835687244,Cihlová,Po rekonstrukci,Osobní,5,29,C,True,,,3453000,False,88.0,413.0,2245.0,2632,145,2.573263459314657,True,True
3444344396,Cihlová,Po rekonstrukci,Osobní,3,35,,True,,True,4642000,,73.0,310.0,1146.0,1226,110,4.608938358452471,,True
2532960076,Smíšená,Ve výstavbě,Osobní,2,34,B,True,,True,4989000,False,367.0,446.0,738.0,1388,521,4.972995178670288,True,
1940120652,Cihlová,Velmi dobrý,Osobní,4,37,,True,,,4981000,Částečně,34.0,119.0,54.0,1248,45,1.722075527161128,,
1446578524,Smíšená,Novostavba,Osobní,2,28,B,True,,,3977000,,270.0,467.0,768.0,1467,818,10.172104017220187,True,True
287000140,Cihlová,Velmi dobrý,Osobní,3,29,G,False,,,2988000,Částečně,27.0,673.0,2824.0,2143,624,5.935582328804051,,True
3203581772,Cihlová,Ve výstavbě,Osobní,1,34,B,True,,False,5030000,,253.0,329.0,4682.0,3696,557,9.377654912913115,True,True
354449228,Cihlová,Velmi dobrý,Osobní,1,59,G,True,,,5639000,,177.0,390.0,951.0,922,536,2.624201303342846,,True
643254092,Cihlová,Velmi dobrý,Osobní,2,33,C,True,,,3911000,True,118.0,76.0,1224.0,2467,237,7.327386899980326,True,True
2685413196,Cihlová,Po rekonstrukci,Osobní,1,35,G,False,,,3247000,False,148.0,240.0,1320.0,1247,581,6.147749637702694,,
909284428,Smíšená,Novostavba,Osobní,3,34,B,True,True,True,4250000,False,105.0,153.0,1979.0,2369,285,8.992164384959889,True,
4221163340,Panelová,Dobrý,Osobní,4,33,G,,,,3187000,False,147.0,130.0,708.0,1058,153,5.985418294894306,,
219301452,Cihlová,Velmi dobrý,Osobní,1,97,B,True,,True,5246000,Částečně,129.0,204.0,,1020,243,14.27845201407029,,True
927327308,Cihlová,Velmi dobrý,Osobní,2,47,C,True,,,5778000,Částečně,358.0,601.0,731.0,3405,1209,4.961381047547035,,True
1318573900,Cihlová,Novostavba,Osobní,2,36,G,True,1,,4316000,Částečně,159.0,828.0,1353.0,1644,923,10.708731923555186,True,
214398796,Cihlová,Po rekonstrukci,Osobní,3,19,C,True,,,3983000,,181.0,429.0,1092.0,755,382,3.0326936697718723,,
952194892,Cihlová,Po rekonstrukci,Osobní,1,23,G,,,False,2630000,,41.0,266.0,1105.0,687,46,2.9927281423741743,,True
47761228,Cihlová,Novostavba,Osobní,2,36,B,True,,False,7427000,,31.0,539.0,3844.0,3208,218,3.452338250569981,,True
701040204,Smíšená,Dobrý,Osobní,5,60,C,True,1,True,6575000,Částečně,150.0,219.0,447.0,1268,371,2.440641332093287,,True
2026996812,Smíšená,Velmi dobrý,Osobní,2,40,G,,,,5306000,False,154.0,212.0,1305.0,2445,176,3.194885470341136,,
2933102412,Smíšená,Ve výstavbě,Osobní,2,43,B,True,True,,8521000,False,70.0,116.0,1020.0,690,725,3.3678775606328823,,True
1817019980,Smíšená,Ve výstavbě,Osobní,8,29,B,,True,,5161000,,73.0,120.0,3151.0,1051,322,10.812680386047697,True,True
2368484940,Cihlová,Velmi dobrý,Osobní,5,33,D,True,,,3978000,,80.0,250.0,715.0,862,331,3.098357455676802,,
4127171660,Cihlová,Velmi dobrý,Osobní,3,41,G,True,,,5744000,True,311.0,240.0,457.0,1378,128,2.3591846305026265,,
4224710476,Smíšená,Ve výstavbě,Osobní,2,37,B,True,,,7830000,False,70.0,116.0,1020.0,690,725,3.3678775606328823,,True
3845841996,Cihlová,Velmi dobrý,Osobní,2,35,G,,,,5240000,False,15.0,480.0,409.0,1460,644,2.726623401433859,,
3231254348,Smíšená,Velmi dobrý,Osobní,1,34,C,True,,,4635000,True,193.0,125.0,3678.0,1714,0,7.677388218272721,,
3486262860,Cihlová,Novostavba,Osobní,6,73,D,True,,False,6608000,True,75.0,229.0,1305.0,769,514,4.2075930898182925,,True
2087745100,Cihlová,Velmi dobrý,Osobní,3,35,C,True,True,,5711000,,66.0,28.0,1057.0,1899,170,2.6844853527440793,,
35566668,Cihlová,Po rekonstrukci,Osobní,4,33,D,True,,,4383000,False,115.0,116.0,1519.0,2504,486,4.851717701991704,,
1549968460,Cihlová,Velmi dobrý,Osobní,7,51,C,True,,True,8301000,True,202.0,220.0,469.0,2095,383,2.0722161454769386,,
351061836,Cihlová,Dobrý,Osobní,4,33,C,True,,,3247000,False,174.0,213.0,1501.0,2937,244,3.8453048820422158,,True
3020432972,Panelová,Dobrý,Osobní,2,34,,True,,,2822000,,54.0,604.0,4316.0,258,389,9.914770777802287,True,True
1129588556,Cihlová,Velmi dobrý,Osobní,1,33,,True,,,4848000,True,101.0,78.0,1041.0,370,138,6.0860181333139405,,
579271004,Cihlová,Dobrý,Osobní,4,43,E,,,,4642000,False,145.0,296.0,1089.0,1872,854,2.9576243232094295,True,True
2609698636,Panelová,Dobrý,Osobní,8,28,C,True,,,3320000,False,74.0,273.0,2687.0,1107,486,8.257371536178121,,
629827404,Panelová,Dobrý,Osobní,2,35,D,,,,3778000,,143.0,303.0,767.0,1190,127,5.520837871352171,,True
3006191180,Cihlová,Dobrý,Osobní,5,23,G,,,,3852000,,90.0,288.0,1001.0,913,205,1.599725098899319,True,
4028818508,Cihlová,Dobrý,Osobní,2,36,D,,1,False,3652000,,274.0,789.0,714.0,1594,655,2.9945694722192866,,True
1898411852,Panelová,Velmi dobrý,Osobní,1,29,G,True,,,3314000,,140.0,95.0,220.0,2137,180,8.011283475201003,,True
4272691548,Smíšená,Ve výstavbě,Osobní,2,32,B,,1,,5515000,,96.0,156.0,3247.0,875,447,8.870452276434287,,True
3259294796,Panelová,Velmi dobrý,Osobní,3,31,G,,,False,4416000,,297.0,559.0,1763.0,1174,297,5.330005092354865,,
2749397340,Cihlová,Velmi dobrý,Osobní,3,39,B,True,True,,4974000,Částečně,178.0,306.0,1350.0,2335,248,4.851237079720424,True,True
2388941148,Cihlová,Po rekonstrukci,Osobní,4,49,G,False,,,7498000,True,54.0,198.0,387.0,824,0,0.5176092172695028,,True
2657453132,Smíšená,Velmi dobrý,Osobní,3,41,C,True,1,False,4846000,Částečně,169.0,69.0,810.0,1996,466,10.417417105419606,True,True
3260519500,Smíšená,Ve výstavbě,Osobní,2,35,B,True,,True,5014000,,267.0,235.0,1462.0,663,287,3.2399054451322447,True,
3600729932,Cihlová,Velmi dobrý,Osobní,2,29,C,,,,3646000,True,129.0,103.0,,368,214,12.372331923151364,True,
3560093260,Panelová,Před rekonstrukcí,Osobní,3,35,C,True,True,,3048000,,36.0,198.0,1392.0,2825,331,5.534535517106064,True,True
886629452,Smíšená,Novostavba,Osobní,1,53,B,True,1,True,6634000,False,256.0,416.0,442.0,2558,343,2.5697411364151823,,True
2084170076,Cihlová,Po rekonstrukci,Družstevní,5,29,C,True,,,5445000,True,98.0,440.0,603.0,2983,88,2.836998363700866,,True
3106044252,Panelová,Velmi dobrý,Osobní,4,26,C,True,,True,3314000,Částečně,55.0,161.0,3395.0,1223,371,10.106255273406518,True,True
2214164300,Cihlová,Velmi dobrý,Osobní,4,43,C,True,1,True,4980000,True,125.0,255.0,1725.0,3021,276,8.097406288859162,,
774698572,Cihlová,Novostavba,Osobní,5,35,G,True,2,False,4516000,True,161.0,117.0,1341.0,2485,286,8.723862637998893,True,True
3048294220,Panelová,Dobrý,Osobní,7,26,C,True,True,,2655000,,83.0,202.0,734.0,3324,272,6.204915316442965,,True
1052333900,Cihlová,Velmi dobrý,Osobní,6,35,,True,,,4449000,True,21.0,88.0,697.0,964,197,3.2097654837410876,,True
1172567884,Smíšená,Velmi dobrý,Osobní,3,35,C,True,,,4026000,Částečně,132.0,340.0,669.0,1582,719,10.273142738902346,,
3838789452,Cihlová,Dobrý,Osobní,2,30,B,True,,,4270000,Částečně,48.0,534.0,1677.0,1875,644,4.56332800385806,True,True
2971936860,Smíšená,Ve výstavbě,Osobní,9,33,B,,1,,4904000,,404.0,339.0,988.0,1274,832,8.06161509125313,True,True
1474811468,Cihlová,Po rekonstrukci,Osobní,1,23,G,,,,2895000,,168.0,214.0,1920.0,1261,236,7.792919889174728,,
1571677260,Cihlová,Velmi dobrý,Osobní,3,39,B,True,True,,5179000,True,310.0,464.0,1642.0,2034,614,5.179720404441701,True,True
176002124,Panelová,Po rekonstrukci,Osobní,6,36,C,True,,False,3978000,Částečně,50.0,275.0,118.0,1426,181,5.518588411887587,True,True
1546536780,Cihlová,Dobrý,Družstevní,4,28,G,,,,2922000,False,43.0,338.0,47.0,863,69,5.630403162554297,,
2195462492,Smíšená,Ve výstavbě,Osobní,3,32,B,,1,,5552000,,96.0,156.0,3247.0,875,447,8.870452276434287,True,
3955312204,Cihlová,Dobrý,Osobní,4,29,G,False,,,4186000,False,98.0,314.0,471.0,1887,365,3.5212263658727303,,True
3636205916,Smíšená,Ve výstavbě,Osobní,6,31,B,,1,,6283000,,96.0,156.0,3247.0,875,447,8.870452276434287,,
2779944012,Cihlová,Po rekonstrukci,Osobní,5,31,E,True,,False,4649000,True,138.0,144.0,318.0,1612,87,2.0480111266182783,,
3829757772,Smíšená,Velmi dobrý,Osobní,1,46,C,True,,,5944000,False,326.0,631.0,735.0,3343,1258,4.953944258953823,,
2844448588,Panelová,Dobrý,Osobní,5,35,G,,,False,3320000,,130.0,122.0,2128.0,2319,126,8.47006442250682,,True
2292980060,Smíšená,Ve výstavbě,Osobní,6,32,B,,1,,6293000,,96.0,156.0,3247.0,875,447,8.870452276434287,True,True
2260870988,Panelová,Dobrý,Osobní,3,35,G,True,,False,2982000,False,214.0,272.0,2046.0,1387,215,7.774698084521755,True,True
1301517388,Cihlová,Dobrý,Osobní,5,27,G,False,,,3088000,Částečně,132.0,298.0,2319.0,1435,414,3.797248446699556,,
1649861708,Skeletová,Novostavba,Osobní,2,28,B,True,,,3984000,False,35.0,57.0,181.0,2365,70,4.600407035315942,,
165419356,Smíšená,Ve výstavbě,Osobní,2,32,B,,1,,5395000,,96.0,156.0,3247.0,875,447,8.870452276434287,True,
3047261260,Smíšená,Velmi dobrý,Osobní,3,41,G,,,,5306000,False,154.0,212.0,1305.0,2445,176,3.194885470341136,,
1253066844,Cihlová,Po rekonstrukci,Osobní,1,31,G,,,,3586000,False,148.0,65.0,263.0,2116,20,4.328618754642746,,
1211925580,Cihlová,Po rekonstrukci,Družstevní,5,32,G,False,,,2915000,Částečně,127.0,703.0,2276.0,1959,325,5.051047574568593,,True
3093128780,Panelová,Po rekonstrukci,Družstevní,2,35,D,True,,,3719000,False,41.0,61.0,1435.0,734,166,7.153958110393784,True,True
476330332,Cihlová,Velmi dobrý,Osobní,1,31,G,,,,3978000,False,78.0,105.0,426.0,1622,105,1.5832634494363764,,
3860256588,Cihlová,Velmi dobrý,Osobní,3,41,G,True,,,4111000,Částečně,104.0,98.0,1128.0,2072,131,3.0795249529331277,True,True
3681565020,Smíšená,Velmi dobrý,Družstevní,2,37,,True,,True,5246000,,237.0,312.0,2044.0,2795,671,7.768242448559398,True,
1816888396,Cihlová,Dobrý,Osobní,4,26,G,False,True,,4261000,,325.0,317.0,693.0,1764,679,4.812549682486776,,True
1721672780,Cihlová,Velmi dobrý,Osobní,4,35,G,,1,False,4834000,True,93.0,158.0,814.0,1453,173,3.3882410214954817,,True
10069068,Panelová,Před rekonstrukcí,Osobní,1,37,C,True,,,3481000,False,340.0,303.0,4299.0,2923,735,8.306784143486851,,True
911729740,Cihlová,Velmi dobrý,Osobní,2,28,D,False,,,5970000,True,131.0,236.0,532.0,572,199,0.9805023239023505,True,
3027011404,Panelová,Před rekonstrukcí,Osobní,9,28,C,True,,True,3154000,True,267.0,254.0,3847.0,647,131,10.971978656013867,,
3406595148,Cihlová,Dobrý,Osobní,4,41,E,False,,False,8633000,False,221.0,286.0,561.0,1323,259,2.5031857126308354,,True
1079998284,Smíšená,Novostavba,Osobní,8,31,B,,,,5698000,,182.0,24.0,230.0,2383,19,9.128377395615127,True,
139125836,Cihlová,Před rekonstrukcí,Osobní,4,21,E,True,,,3114000,,193.0,427.0,720.0,1677,457,2.526196525700826,,
3063596620,Cihlová,Projekt,Osobní,2,41,B,True,,False,7231000,,173.0,670.0,2536.0,2071,1129,3.9246008769871215,,True
936461900,Cihlová,Dobrý,Osobní,4,27,G,False,,,4026000,False,98.0,314.0,471.0,1887,365,3.5212263658727303,,True
134661964,Skeletová,Novostavba,Osobní,4,65,,True,,True,7803000,,97.0,177.0,1252.0,1210,182,5.58268266483572,,
245761868,Panelová,Dobrý,Osobní,1,32,G,,,,4217000,True,230.0,223.0,3696.0,1802,347,6.902849844186415,,
1562650716,Smíšená,Ve výstavbě,Osobní,5,33,B,,1,,4425000,,404.0,339.0,988.0,1274,832,8.06161509125313,True,True
1345972572,Cihlová,Velmi dobrý,Osobní,2,102,G,,,,10870000,Částečně,51.0,316.0,1021.0,775,302,3.818096156530505,,True
3014239820,Cihlová,Velmi dobrý,Osobní,4,102,,True,,,20000000,True,109.0,107.0,365.0,563,233,1.4003723831662573,,
285643852,Cihlová,Po rekonstrukci,Osobní,6,61,G,,,False,8843000,False,257.0,116.0,415.0,1873,391,2.5852109057231467,,
1460190044,Skeletová,Ve výstavbě,Osobní,3,59,A,True,,,8020000,Částečně,106.0,235.0,,1378,152,14.034036840078988,True,
1419647068,Smíšená,Ve výstavbě,Osobní,5,66,B,,1,,11364000,,96.0,156.0,3247.0,875,447,11.846982108319073,True,True
1779823692,Smíšená,Velmi dobrý,Osobní,2,68,G,True,,,11265000,True,60.0,15.0,308.0,942,116,2.908380869297243,True,
3475756108,Panelová,Před rekonstrukcí,Osobní,1,61,G,True,,,6163000,False,277.0,366.0,742.0,2476,325,11.436768829221553,,True
1481910364,Smíšená,Ve výstavbě,Osobní,7,69,B,,1,,9582000,,404.0,339.0,988.0,1274,832,8.36968456104706,True,True
4041926220,Smíšená,Velmi dobrý,Osobní,6,74,G,True,,,7877000,Částečně,156.0,155.0,1351.0,2493,222,3.9155205840914165,,
327476300,Skeletová,Velmi dobrý,Osobní,6,102,G,False,,,10870000,False,165.0,426.0,5859.0,1041,445,9.540966009778517,True,
1258907468,Smíšená,Novostavba,Osobní,5,97,,True,True,True,10381000,Částečně,114.0,328.0,2985.0,1070,531,10.417710253038086,True,True
2009261132,Panelová,Po rekonstrukci,Družstevní,3,78,G,False,,False,6462000,,162.0,416.0,1728.0,1027,190,7.939739281229313,True,True
564574028,Cihlová,Velmi dobrý,Osobní,3,66,G,,,,8639000,False,143.0,108.0,277.0,1904,138,4.284349057412563,,
282740556,Cihlová,Novostavba,Osobní,2,78,,True,,True,12911000,True,222.0,322.0,1194.0,2118,583,8.081459315599792,True,
4227577676,Cihlová,Novostavba,Osobní,5,102,B,True,1,True,14952000,,102.0,167.0,199.0,2560,26,2.920464422300275,True,True
3223352908,Cihlová,Velmi dobrý,Osobní,2,38,D,True,True,True,5836000,False,19.0,825.0,839.0,1079,141,5.935986355642724,,True
2491836236,Cihlová,Po rekonstrukci,Osobní,2,54,G,,,,8829000,,69.0,38.0,921.0,2264,254,4.1389836879718285,,
3405771852,Cihlová,Velmi dobrý,Osobní,2,85,G,False,,,19728000,,6.0,329.0,609.0,1024,153,0.9631311549769522,,True
2231624780,Panelová,Velmi dobrý,Osobní,4,66,C,True,,,5986000,Částečně,140.0,119.0,4114.0,1536,159,15.09592806893284,,True
370582604,Cihlová,Dobrý,Osobní,4,59,G,False,,,8326000,,99.0,500.0,1093.0,1167,170,4.255115116422829,,
2931012684,Smíšená,Velmi dobrý,Osobní,-,78,C,False,,,8149000,False,82.0,126.0,3335.0,1123,304,6.791727038060076,,
2784662604,Cihlová,Velmi dobrý,Osobní,3,70,G,False,,,8299000,Částečně,209.0,313.0,1370.0,1892,310,4.012080038700132,,True
1312097868,Kamenná,Dobrý,Osobní,2,110,G,False,,,20272000,False,148.0,0.0,624.0,2071,71,1.0388840972653839,,
2788886876,Smíšená,Ve výstavbě,Osobní,6,76,B,,1,,12118000,,96.0,156.0,3247.0,875,447,9.72028607487746,True,
1973871692,Cihlová,Novostavba,Osobní,2,77,G,,,,8843000,True,104.0,1567.0,7990.0,3517,105,12.239199322621543,,
1242997836,Panelová,Velmi dobrý,Družstevní,1,59,C,True,,,5414000,False,264.0,254.0,4283.0,3105,931,9.226188574993015,,
2444211276,Panelová,Velmi dobrý,Osobní,4,62,D,True,,,5836000,Částečně,192.0,84.0,793.0,2741,489,11.987150343509205,True,True
2066233164,Panelová,Dobrý,Osobní,1,84,C,True,True,True,5440000,Částečně,81.0,239.0,1883.0,2909,326,4.0025193976669975,,True
1104943452,Smíšená,Ve výstavbě,Osobní,4,80,B,,1,,13395000,,96.0,156.0,3247.0,875,447,9.72028607487746,True,
1562330956,Panelová,Po rekonstrukci,Osobní,1,57,C,True,,True,6258000,False,280.0,106.0,566.0,4326,218,10.634084276112056,,True
1995732812,Cihlová,Novostavba,Osobní,1,81,C,True,,,9387000,,37.0,492.0,820.0,1121,258,4.272910533984712,,True
3433903948,Panelová,Velmi dobrý,Družstevní,2,74,G,False,,,7823000,Částečně,186.0,234.0,1771.0,3053,385,6.4014228104429645,True,True
3179207004,Skeletová,Novostavba,Osobní,1,68,B,,,,9893000,,332.0,228.0,2338.0,1352,534,6.590560828272416,,True
3239982924,Cihlová,Po rekonstrukci,Osobní,1,91,D,,,,11700000,False,163.0,341.0,1119.0,2063,215,10.458689119740166,,
2703590476,Cihlová,Dobrý,Osobní,3,92,G,,True,,8775000,,193.0,233.0,3035.0,2110,309,6.457567476359401,,True
4134909004,Cihlová,Velmi dobrý,Osobní,4,88,C,True,,True,11224000,False,185.0,1284.0,5102.0,2696,379,14.993122007691044,,True
849364812,Cihlová,Po rekonstrukci,Osobní,2,78,,True,,,8149000,Částečně,91.0,233.0,1093.0,1334,266,4.454517805843953,,True
3842328140,Cihlová,Velmi dobrý,Osobní,1,97,G,False,,False,10202000,Částečně,58.0,1031.0,4526.0,1212,750,8.030505590615114,,True
3556099916,Cihlová,Po rekonstrukci,Osobní,1,78,,True,,,9918000,,193.0,398.0,437.0,991,200,6.432059434371221,,True
1170552652,Cihlová,Velmi dobrý,Osobní,6,93,,,,False,11551000,Částečně,239.0,257.0,1552.0,3105,295,4.367479695125435,True,True
3611269980,Cihlová,Před rekonstrukcí,Osobní,4,115,,True,,,18639000,,161.0,245.0,313.0,799,117,1.203337490330276,True,
2242278988,Skeletová,Novostavba,Osobní,2,97,B,True,1,True,10202000,,394.0,527.0,2505.0,1880,68,9.310861053364652,True,True
4110333004,Cihlová,Velmi dobrý,Osobní,2,102,G,,,False,9455000,True,33.0,919.0,1962.0,6788,47,11.864541689632487,True,True
114128460,Cihlová,Ve výstavbě,Osobní,5,62,B,True,,,8662000,False,176.0,22.0,263.0,2528,339,9.607541066092365,True,
30000972,Cihlová,Po rekonstrukci,Osobní,6,59,D,False,,,12925000,,123.0,51.0,313.0,661,85,1.5930128868536713,,
4070045260,Cihlová,Velmi dobrý,Osobní,5,81,G,,,,9510000,,56.0,72.0,3808.0,2630,456,8.924740719049039,,
728581964,Panelová,Novostavba,Osobní,1,84,G,,,,13469000,,197.0,239.0,335.0,611,515,4.5521205765223005,,
4061906764,Panelová,Po rekonstrukci,Družstevní,6,80,C,True,True,False,8285000,,223.0,375.0,2088.0,737,480,4.525390883552935,True,True
2068690764,Cihlová,Po rekonstrukci,Osobní,2,68,G,,,False,8367000,,176.0,327.0,2363.0,1391,370,3.954018160185704,,
3235108684,Cihlová,Novostavba,Družstevní,1,97,G,,,,9510000,,237.0,68.0,3118.0,2564,169,10.325953608151519,,
3030299724,Cihlová,Po rekonstrukci,Osobní,5,65,,True,,,7476000,,131.0,238.0,1548.0,2893,294,4.4228932424364995,,True
738703452,Skeletová,Ve výstavbě,Osobní,1,85,B,True,1,False,13683000,False,470.0,107.0,967.0,3445,404,6.5910037982390115,,True
3499366220,Cihlová,Po rekonstrukci,Osobní,2,100,G,True,,,15632000,True,131.0,73.0,258.0,1576,216,3.0824929156674568,True,True
4274681420,Skeletová,Novostavba,Osobní,6,59,C,True,1,True,6666000,True,31.0,640.0,3657.0,3831,491,10.263484546635073,True,True
436041548,Cihlová,Novostavba,Osobní,3,65,B,True,1,,10470000,,204.0,246.0,517.0,1752,653,9.712767835956983,True,True
1837143116,Cihlová,Velmi dobrý,Osobní,3,65,,,,,8025000,Částečně,50.0,466.0,1055.0,2122,46,4.786213413123053,,
917362508,Cihlová,Velmi dobrý,Osobní,6,81,B,,,,14013000,,213.0,381.0,287.0,2337,316,2.693024847427827,True,True
3927938124,Cihlová,Dobrý,Osobní,3,66,G,True,,,8829000,Částečně,124.0,297.0,1484.0,2306,355,3.7294137234071303,True,True
2360153932,Panelová,Před rekonstrukcí,Družstevní,9,61,C,True,,,6530000,False,111.0,256.0,1962.0,2473,212,5.5249297167550395,True,True
1909908556,Cihlová,Po rekonstrukci,Osobní,5,58,G,True,,,8108000,False,198.0,445.0,1829.0,2854,572,4.627655181025553,True,True
2976733004,Panelová,Velmi dobrý,Osobní,1,48,C,False,,,6625000,True,215.0,64.0,819.0,1347,327,9.626333874000057,,True
97920588,Cihlová,Velmi dobrý,Osobní,2,81,G,True,1,,10190000,Částečně,58.0,78.0,5251.0,1446,386,5.062488574256414,,True
2678462028,Cihlová,Velmi dobrý,Osobní,4,68,G,True,,,7617000,False,48.0,547.0,554.0,2432,60,6.01525862865807,,True
1150342732,Panelová,Velmi dobrý,Osobní,3,57,G,True,,,6653000,Částečně,229.0,612.0,3779.0,1354,1029,7.432542487467624,,True
